datetime,count
2011-03-24 08:00:00,76.0
2011-03-24 09:00:00,88.0
2011-03-24 10:00:00,40.0
2011-03-24 11:00:00,53.0
2011-03-24 12:00:00,49.0
2011-03-24 13:00:00,54.0
2011-03-24 14:00:00,75.0
2011-03-24 15:00:00,68.0
2011-03-24 16:00:00,69.0
2011-03-24 17:00:00,216.0
2011-03-24 18:00:00,183.0
2011-03-24 19:00:00,87.0
2011-03-24 20:00:00,56.0
2011-03-24 21:00:00,32.0
2011-03-24 22:00:00,32.0
2011-03-24 23:00:00,24.0
2011-03-25 00:00:00,25.0
2011-03-25 01:00:00,3.0
2011-03-25 02:00:00,3.0
2011-03-25 03:00:00,3.0
2011-03-25 04:00:00,1.0
2011-03-25 05:00:00,8.0
2011-03-25 06:00:00,36.0
2011-03-25 07:00:00,83.0
2011-03-25 08:00:00,92.0
2011-03-25 09:00:00,98.0
2011-03-25 10:00:00,27.0
2011-03-25 11:00:00,68.0
2011-03-25 12:00:00,96.0
2011-03-25 13:00:00,103.0
2011-03-25 14:00:00,77.0
2011-03-25 15:00:00,86.0
2011-03-25 16:00:00,63.0
2011-03-25 17:00:00,216.0
2011-03-25 18:00:00,224.0
2011-03-25 19:00:00,115.0
2011-03-25 20:00:00,90.0
2011-03-25 21:00:00,50.0
2011-03-25 22:00:00,45.0
2011-03-25 23:00:00,24.0
2011-03-26 00:00:00,31.0
2011-03-26 01:00:00,23.0
2011-03-26 02:00:00,15.0
2011-03-26 03:00:00,7.0
2011-03-26 04:00:00,3.0
2011-03-26 05:00:00,4.0
2011-03-26 06:00:00,18.0
2011-03-26 07:00:00,28.0
2011-03-26 08:00:00,22.0
2011-03-26 09:00:00,73.0
2011-03-26 10:00:00,33.0
2011-03-26 11:00:00,79.0
2011-03-26 12:00:00,165.0
2011-03-26 13:00:00,147.0
2011-03-26 14:00:00,142.0
2011-03-26 15:00:00,133.0
2011-03-26 16:00:00,156.0
2011-03-26 17:00:00,167.0
2011-03-26 18:00:00,129.0
2011-03-26 19:00:00,80.0
2011-03-26 20:00:00,71.0
2011-03-26 21:00:00,32.0
2011-03-26 22:00:00,35.0
2011-03-26 23:00:00,27.0
2011-03-27 00:00:00,27.0
2011-03-27 01:00:00,16.0
2011-03-27 02:00:00,12.0
2011-03-27 03:00:00,7.0
2011-03-27 04:00:00,3.0
2011-03-27 06:00:00,11.0
2011-03-27 07:00:00,15.0
2011-03-27 08:00:00,20.0
2011-03-27 09:00:00,65.0
2011-03-27 10:00:00,49.0
2011-03-27 11:00:00,46.0
2011-03-27 12:00:00,58.0
2011-03-27 13:00:00,118.0
2011-03-27 14:00:00,142.0
2011-03-27 15:00:00,139.0
2011-03-27 16:00:00,156.0
2011-03-27 17:00:00,167.0
2011-03-27 18:00:00,122.0
2011-03-27 19:00:00,49.0
2011-03-27 20:00:00,45.0
2011-03-27 21:00:00,25.0
2011-03-27 22:00:00,31.0
2011-03-27 23:00:00,27.0
2011-03-28 00:00:00,25.0
2011-03-28 01:00:00,3.0
2011-03-28 02:00:00,4.0
2011-03-28 03:00:00,3.0
2011-03-28 05:00:00,6.0
2011-03-28 06:00:00,36.0
2011-03-28 07:00:00,83.0
2011-03-28 08:00:00,90.0
2011-03-28 09:00:00,90.0
2011-03-28 10:00:00,30.0
2011-03-28 11:00:00,37.0
2011-03-28 12:00:00,49.0
2011-03-28 13:00:00,57.0
2011-03-28 14:00:00,74.0
2011-03-28 15:00:00,108.0
2011-03-28 16:00:00,124.0
2011-03-28 17:00:00,245.0
2011-03-28 18:00:00,251.0
2011-03-28 19:00:00,123.0
2011-03-28 20:00:00,97.0
2011-03-28 21:00:00,98.0
2011-03-28 22:00:00,56.0
2011-03-28 23:00:00,24.0
2011-03-29 00:00:00,25.0
2011-03-29 01:00:00,3.0
2011-03-29 02:00:00,5.0
2011-03-29 03:00:00,3.0
2011-03-29 04:00:00,1.0
2011-03-29 05:00:00,10.0
2011-03-29 06:00:00,41.0
2011-03-29 07:00:00,86.0
2011-03-29 08:00:00,92.0
2011-03-29 09:00:00,100.0
2011-03-29 10:00:00,35.0
2011-03-29 11:00:00,77.0
2011-03-29 12:00:00,110.0
2011-03-29 13:00:00,100.0
2011-03-29 14:00:00,77.0
2011-03-29 15:00:00,72.0
2011-03-29 16:00:00,134.0
2011-03-29 17:00:00,363.0
2011-03-29 18:00:00,288.0
2011-03-29 19:00:00,154.0
2011-03-29 20:00:00,105.0
2011-03-29 21:00:00,116.0
2011-03-29 22:00:00,79.0
2011-03-29 23:00:00,36.0
2011-03-30 00:00:00,27.0
2011-03-30 01:00:00,10.0
2011-03-30 02:00:00,16.0
2011-03-30 03:00:00,5.0
2011-03-30 04:00:00,2.0
2011-03-30 05:00:00,8.0
2011-03-30 06:00:00,32.0
2011-03-30 07:00:00,103.0
2011-03-30 08:00:00,154.0
2011-03-30 09:00:00,158.0
2011-03-30 10:00:00,46.0
2011-03-30 11:00:00,84.0
2011-03-30 12:00:00,65.0
2011-03-30 13:00:00,56.0
2011-03-30 14:00:00,83.0
2011-03-30 15:00:00,29.0
2011-03-30 16:00:00,21.0
2011-03-30 17:00:00,121.0
2011-03-30 18:00:00,147.0
2011-03-30 19:00:00,81.0
2011-03-30 20:00:00,37.0
2011-03-30 21:00:00,37.0
2011-03-30 22:00:00,42.0
2011-03-30 23:00:00,15.0
2011-03-31 00:00:00,15.0
2011-03-31 01:00:00,4.0
2011-03-31 02:00:00,5.0
2011-03-31 03:00:00,2.0
2011-03-31 04:00:00,3.0
2011-03-31 05:00:00,15.0
2011-03-31 06:00:00,27.0
2011-03-31 07:00:00,52.0
2011-03-31 08:00:00,128.0
2011-03-31 09:00:00,46.0
2011-03-31 10:00:00,23.0
2011-03-31 11:00:00,28.0
2011-03-31 12:00:00,44.0
2011-03-31 13:00:00,43.0
2011-03-31 14:00:00,27.0
2011-03-31 15:00:00,27.0
2011-03-31 16:00:00,69.0
2011-03-31 17:00:00,216.0
2011-03-31 18:00:00,235.0
2011-03-31 19:00:00,124.0
2011-03-31 20:00:00,28.0
2011-03-31 21:00:00,29.0
2011-03-31 22:00:00,23.0
2011-03-31 23:00:00,14.0
2011-04-20 00:00:00,48.0
2011-04-20 01:00:00,17.0
2011-04-20 02:00:00,9.0
2011-04-20 03:00:00,6.0
2011-04-20 04:00:00,5.0
2011-04-20 05:00:00,20.0
2011-04-20 06:00:00,68.0
2011-04-20 07:00:00,180.0
2011-04-20 08:00:00,458.0
2011-04-20 09:00:00,171.0
2011-04-20 10:00:00,121.0
2011-04-20 11:00:00,96.0
2011-04-20 12:00:00,214.0
2011-04-20 13:00:00,186.0
2011-04-20 14:00:00,181.0
2011-04-20 15:00:00,184.0
2011-04-20 16:00:00,334.0
2011-04-20 17:00:00,532.0
2011-04-20 18:00:00,562.0
2011-04-20 19:00:00,356.0
2011-04-20 20:00:00,268.0
2011-04-20 21:00:00,225.0
2011-04-20 22:00:00,158.0
2011-04-20 23:00:00,101.0
2011-04-21 00:00:00,33.0
2011-04-21 01:00:00,13.0
2011-04-21 02:00:00,13.0
2011-04-21 03:00:00,7.0
2011-04-21 04:00:00,2.0
2011-04-21 05:00:00,19.0
2011-04-21 06:00:00,34.0
2011-04-21 07:00:00,82.0
2011-04-21 08:00:00,174.0
2011-04-21 09:00:00,154.0
2011-04-21 10:00:00,83.0
2011-04-21 11:00:00,98.0
2011-04-21 12:00:00,156.0
2011-04-21 13:00:00,131.0
2011-04-21 14:00:00,111.0
2011-04-21 15:00:00,122.0
2011-04-21 16:00:00,195.0
2011-04-21 17:00:00,182.0
2011-04-21 18:00:00,330.0
2011-04-21 19:00:00,240.0
2011-04-21 20:00:00,152.0
2011-04-21 21:00:00,124.0
2011-04-21 22:00:00,96.0
2011-04-21 23:00:00,58.0
2011-04-22 00:00:00,34.0
2011-04-22 01:00:00,10.0
2011-04-22 02:00:00,6.0
2011-04-22 03:00:00,3.0
2011-04-22 04:00:00,5.0
2011-04-22 05:00:00,13.0
2011-04-22 06:00:00,87.0
2011-04-22 07:00:00,82.0
2011-04-22 08:00:00,154.0
2011-04-22 09:00:00,43.0
2011-04-22 10:00:00,61.0
2011-04-22 11:00:00,28.0
2011-04-22 12:00:00,75.0
2011-04-22 13:00:00,43.0
2011-04-22 14:00:00,21.0
2011-04-22 15:00:00,44.0
2011-04-22 16:00:00,67.0
2011-04-22 17:00:00,156.0
2011-04-22 18:00:00,141.0
2011-04-22 19:00:00,69.0
2011-04-22 20:00:00,47.0
2011-04-22 21:00:00,27.0
2011-04-22 22:00:00,49.0
2011-04-22 23:00:00,33.0
2011-04-23 00:00:00,31.0
2011-04-23 01:00:00,25.0
2011-04-23 02:00:00,23.0
2011-04-23 03:00:00,12.0
2011-04-23 04:00:00,4.0
2011-04-23 05:00:00,10.0
